member_id,full_name,first_name,last_name,membership_type,membership_from,party
2607,Lord Glenarthur,Glenarthur,,,Excepted Hereditary,Conservative
4540,The Lord Bishop of Gloucester,The,Lord Bishop of Gloucester,,Bishops,Bishops
4334,Lord Goddard of Stockport,Goddard,of Stockport,,Life peer,Liberal Democrat
4903,Lord Godson,Godson,,,Life peer,Conservative
4944,Baroness Gohir,Gohir,,,Life peer,Crossbench
4237,Lord Gold,Gold,,,Life peer,Conservative
4306,Baroness Goldie,Goldie,,,Life peer,Conservative
281,Baroness Golding,Golding,,,Life peer,Labour
2490,Lord Goldsmith,Goldsmith,,,Life peer,Labour
4062,Lord Goldsmith of Richmond Park,Goldsmith,of Richmond Park,,Life peer,Conservative
1471,Lord Goodman of Wycombe,Goodman,of Wycombe,,Life peer,Conservative
3602,Viscount Goschen,Goschen,,,Excepted Hereditary,Conservative
3575,Baroness Goudie,Goudie,,,Life peer,Labour
1571,Lord Gove,Gove,,,Life peer,Conservative
2496,Lord Grabiner,Grabiner,,,Life peer,Crossbench
4228,Lord Grade of Yarmouth,Grade,of Yarmouth,,Life peer,Non-affiliated
3577,Lord Grantchester,Grantchester,,,Excepted Hereditary,Labour
5396,Baroness Gray of Tottenham,Gray,of Tottenham,,Life peer,Labour
1413,Lord Grayling,Grayling,,,Life peer,Conservative
4346,Lord Green of Deddington,Green,of Deddington,,Life peer,Crossbench
4191,Lord Green of Hurstpierpoint,Green,of Hurstpierpoint,,Life peer,Crossbench
2166,Baroness Greenfield,Greenfield,,,Life peer,Crossbench
4877,Lord Greenhalgh,Greenhalgh,,,Life peer,Conservative
3569,Lord Greenway,Greenway,,,Excepted Hereditary,Crossbench
4291,Baroness Grender,Grender,,,Life peer,Liberal Democrat
3862,Baroness Grey-Thompson,Grey-Thompson,,,Life peer,Crossbench
5375,Baroness Griffin of Princethorpe,Griffin,of Princethorpe,,Life peer,Labour
3707,Lord Griffiths of Burry Port,Griffiths,of Burry Port,,Life peer,Labour
3595,Lord Griffiths of Fforestfach,Griffiths,of Fforestfach,,Life peer,Conservative
4876,Lord Grimstone of Boscobel,Grimstone,of Boscobel,,Life peer,Conservative
276,Lord Grocott,Grocott,,,Life peer,Labour
4933,The Lord Bishop of Guildford,The,Lord Bishop of Guildford,,Bishops,Bishops
5373,Baroness Gustafsson,Gustafsson,,,Life peer,Labour
3580,Lord Hacking,Hacking,,,Excepted Hereditary,Labour
349,Viscount Hailsham,Hailsham,,,Life peer,Conservative
567,Lord Hain,Hain,,,Life peer,Labour
3652,Baroness Hale of Richmond,Hale,of Richmond,,Life Peer (judicial),Crossbench
3765,Lord Hall of Birkenhead,Hall,of Birkenhead,,Life peer,Crossbench
4721,Baroness Hallett,Hallett,,,Life peer,Crossbench
3767,Lord Hameed,Hameed,,,Life peer,Crossbench
100,Lord Hamilton of Epsom,Hamilton,of Epsom,,Life peer,Conservative
105,Lord Hammond of Runnymede,Hammond,of Runnymede,,Life peer,Conservative
4951,Lord Hampton,Hampton,,,Excepted Hereditary,Crossbench
2652,Baroness Hamwee,Hamwee,,,Life peer,Liberal Democrat
4905,Lord Hannan of Kingsclere,Hannan,of Kingsclere,,Life peer,Conservative
2167,Lord Hannay of Chiswick,Hannay,of Chiswick,,Life peer,Crossbench
5021,Lord Hannett of Everton,Hannett,of Everton,,Life peer,Labour
533,Lord Hanson of Flint,Hanson,of Flint,,Life peer,Labour
2648,Viscount Hanworth,Hanworth,,,Excepted Hereditary,Labour
2647,Lord Hardie,Hardie,,,Life peer,Crossbench
4324,Baroness Harding of Winscombe,Harding,of Winscombe,,Life peer,Conservative
4928,Lord Harlech,Harlech,,,Excepted Hereditary,Conservative
150,Baroness Harman,Harman,,,Life peer,Labour
1520,Lord Harper,Harper,,,Life peer,Conservative
3813,Lord Harries of Pentregarth,Harries,of Pentregarth,,Life peer,Crossbench
4068,Lord Harrington of Watford,Harrington,of Watford,,Life peer,Non-affiliated
2671,Lord Harris of Haringey,Harris,of Haringey,,Life peer,Labour
2669,Lord Harris of Peckham,Harris,of Peckham,,Life peer,Conservative
2505,Baroness Harris of Richmond,Harris,of Richmond,,Life peer,Liberal Democrat
3944,Lord Hart of Tenby,Hart,of Tenby,,Life peer,Conservative
2665,Lord Haskel,Haskel,,,Life peer,Labour
3759,Lord Hastings of Scarisbrick,Hastings,of Scarisbrick,,Life peer,Crossbench
4296,Lord Haughey,Haughey,,,Life peer,Labour
4352,Lord Hay of Ballyore,Hay,of Ballyore,,Life peer,Democratic Unionist Party
1649,Baroness Hayman,Hayman,,,Life peer,Crossbench
4395,Baroness Hayman of Ullock,Hayman,of Ullock,,Life peer,Labour
4159,Baroness Hayter of Kentish Town,Hayter,of Kentish Town,,Life peer,Labour
863,Lord Hayward,Hayward,,,Life peer,Conservative
5024,Baroness Hazarika,Hazarika,,,Life peer,Labour
4179,Baroness Healy of Primrose Hill,Healy,of Primrose Hill,,Life peer,Labour
4331,Baroness Helic,Helic,,,Life peer,Conservative
4723,Lord Hendy,Hendy,,,Life peer,Labour
4972,Lord Hendy of Richmond Hill,Hendy,of Richmond Hill,,Life peer,Labour
2616,Lord Henley,Henley,,,Excepted Hereditary,Conservative
4189,Lord Hennessy of Nympsfield,Hennessy,of Nympsfield,,Life peer,Crossbench
1479,Lord Herbert of South Downs,Herbert,of South Downs,,Life peer,Conservative
5003,The Lord Bishop of Hereford,The,Lord Bishop of Hereford,,Bishops,Bishops
5365,Lord Hermer,Hermer,,,Life peer,Labour
94,Lord Heseltine,Heseltine,,,Life peer,Conservative
4144,Lord Hill of Oareford,Hill,of Oareford,,Life peer,Conservative
4964,Lord Hintze,Hintze,,,Life peer,Conservative
140,Baroness Hodge of Barking,Hodge,of Barking,,Life peer,Labour
4301,Baroness Hodgson of Abinger,Hodgson,of Abinger,,Life peer,Conservative
1651,Lord Hodgson of Astley Abbotts,Hodgson,of Astley Abbotts,,Life peer,Conservative
210,Baroness Hoey,Hoey,,,Life peer,Non-affiliated
2633,Lord Hoffmann,Hoffmann,,,Life Peer (judicial),Crossbench
4693,Lord Hogan-Howe,Hogan-Howe,,,Life peer,Crossbench
2632,Baroness Hogg,Hogg,,,Life peer,Crossbench
2732,Lord Hollick,Hollick,,,Life peer,Labour
4190,Baroness Hollins,Hollins,,,Life peer,Crossbench
4294,Lord Holmes of Richmond,Holmes,of Richmond,,Life peer,Conservative
2005,Baroness Hooper,Hooper,,,Life peer,Conservative
2004,Lord Hope of Craighead,Hope,of Craighead,,Life peer,Crossbench
196,Lord Horam,Horam,,,Life peer,Conservative
4991,Lord Houchen of High Leven,Houchen,of High Leven,,Life peer,Conservative
4694,Lord Houghton of Richmond,Houghton,of Richmond,,Life peer,Crossbench
82,Lord Howard of Lympne,Howard,of Lympne,,Life peer,Conservative
3674,Lord Howard of Rising,Howard,of Rising,,Life peer,Conservative
544,Lord Howarth of Newport,Howarth,of Newport,,Life peer,Labour
2000,Earl Howe,Howe,,,Excepted Hereditary,Conservative
993,Lord Howell of Guildford,Howell,of Guildford,,Life peer,Conservative
459,Baroness Hughes of Stretford,Hughes,of Stretford,,Life peer,Labour
4300,Baroness Humphreys,Humphreys,,,Life peer,Liberal Democrat
4725,Baroness Hunt of Bethnal Green,Hunt,of Bethnal Green,,Life peer,Crossbench
2024,Lord Hunt of Kings Heath,Hunt,of Kings Heath,,Life peer,Labour
994,Lord Hunt of Wirral,Hunt,of Wirral,,Life peer,Conservative
5398,Baroness Hunter of Auchenreoch,Hunter,of Auchenreoch,,Life peer,Labour
4221,Lord Hussain,Hussain,,,Life peer,Liberal Democrat
4164,Baroness Hussein-Ece,Hussein-Ece,,,Life peer,Liberal Democrat
494,Lord Hutton of Furness,Hutton,of Furness,,Life peer,Labour
1980,Lord Inglewood,Inglewood,,,Excepted Hereditary,Crossbench
1976,Lord Irvine of Lairg,Irvine,of Lairg,,Life peer,Labour
4619,Lord Jack of Courance,Jack,of Courance,,Life peer,Conservative
1551,Lord Jackson of Peterborough,Jackson,of Peterborough,,Life peer,Conservative
3799,Lord James of Blackheath,James,of Blackheath,,Life peer,Conservative
5019,Lord Jamieson,Jamieson,,,Life peer,Conservative
4337,Baroness Janke,Janke,,,Life peer,Liberal Democrat
3838,Lord Janvrin,Janvrin,,,Life peer,Crossbench
3818,Lord Jay of Ewelme,Jay,of Ewelme,,Life peer,Crossbench
1970,Baroness Jay of Paddington,Jay,of Paddington,,Life peer,Labour
4229,Baroness Jenkin of Kennington,Jenkin,of Kennington,,Life peer,Conservative
4949,Lord Johnson of Lainston,Johnson,of Lainston,,Life peer,Conservative
4039,Lord Johnson of Marylebone,Johnson,of Marylebone,,Life peer,Conservative
530,Lord Jones,Jones,,,Life peer,Labour
4297,Baroness Jones of Moulsecoomb,Jones,of Moulsecoomb,,Life peer,Green Party
5383,Lord Jones of Penybont,Jones,of Penybont,,Life peer,Labour
3792,Baroness Jones of Whitchurch,Jones,of Whitchurch,,Life peer,Labour
883,Lord Jopling,Jopling,,,Life peer,Conservative
2552,Lord Jordan,Jordan,,,Life peer,Labour
3766,Lord Kakkar,Kakkar,,,Life peer,Crossbench
4909,Lord Kamall,Kamall,,,Life peer,Conservative
5386,Lord Katz,Katz,,,Life peer,Labour
1588,Baroness Keeley,Keeley,,,Life peer,Labour
4538,Lord Keen of Elie,Keen,of Elie,,Life peer,Conservative
4988,Lord Kempsell,Kempsell,,,Life peer,Conservative
4303,Baroness Kennedy of Cradley,Kennedy,of Cradley,,Life peer,Labour
4153,Lord Kennedy of Southwark,Kennedy,of Southwark,,Life peer,Labour
1987,Baroness Kennedy of The Shaws,Kennedy,of The Shaws,,Life peer,Labour
3708,Lord Kerr of Kinlochard,Kerr,of Kinlochard,,Life peer,Crossbench
4225,Lord Kestenbaum,Kestenbaum,,,Life peer,Labour
4913,Lord Khan of Burnley,Khan,of Burnley,,Life peer,Labour
4258,Baroness Kidron,Kidron,,,Life peer,Crossbench
657,Lord Kilclooney,Kilclooney,,,Life peer,Crossbench
254,Lord King of Bridgwater,King,of Bridgwater,,Life peer,Conservative
4280,Lord King of Lothbury,King,of Lothbury,,Life peer,Crossbench
3788,Baroness Kingsmill,Kingsmill,,,Life peer,Labour
693,Lord Kinnock,Kinnock,,,Life peer,Labour
4354,The Earl of Kinnoull,The,Earl of Kinnoull,,Excepted Hereditary,Crossbench
2495,Lord Kirkham,Kirkham,,,Life peer,Conservative
891,Lord Kirkhope of Harrogate,Kirkhope,of Harrogate,,Life peer,Conservative
4160,Lord Knight of Weymouth,Knight,of Weymouth,,Life peer,Labour
1557,Baroness Kramer,Kramer,,,Life peer,Liberal Democrat
3736,Lord Krebs,Krebs,,,Life peer,Crossbench
36,Baroness Laing of Elderslie,Laing,of Elderslie,,Life peer,Conservative
2079,Lord Laming,Laming,,,Life peer,Crossbench
895,Lord Lamont of Lerwick,Lamont,of Lerwick,,Life peer,Conservative
4973,Baroness Lampard,Lampard,,,Life peer,Non-affiliated
1544,Lord Lancaster of Kimbolton,Lancaster,of Kimbolton,,Life peer,Conservative
4275,Baroness Lane-Fox of Soho,Lane-Fox,of Soho,,Life peer,Crossbench
123,Lord Lansley,Lansley,,,Life peer,Conservative
4965,Baroness Lawlor,Lawlor,,,Life peer,Conservative
4290,Baroness Lawrence of Clarendon,Lawrence,of Clarendon,,Life peer,Labour
2540,Lord Layard,Layard,,,Life peer,Labour
4960,Baroness Lea of Lymm,Lea,of Lymm,,Life peer,Conservative
4900,Lord Lebedev,Lebedev,,,Life peer,Crossbench
1132,Lord Lee of Trafford,Lee,of Trafford,,Life peer,Liberal Democrat
4349,The Lord Bishop of Leeds,The,Lord Bishop of Leeds,,Bishops,Bishops
4947,The Lord Bishop of Leicester,The,Lord Bishop of Leicester,,Bishops,Bishops
4919,The Earl of Leicester,The,Earl of Leicester,,Excepted Hereditary,Conservative
4295,Lord Leigh of Hurley,Leigh,of Hurley,,Life peer,Conservative
5382,Lord Lemos,Lemos,,,Life peer,Labour
4338,Lord Lennie,Lennie,,,Life peer,Labour
4959,Lord Leong,Leong,,,Life peer,Labour
5381,Baroness Levitt,Levitt,,,Life peer,Labour
2033,Lord Levy,Levy,,,Life peer,Labour
4202,Lord Lexden,Lexden,,,Life peer,Conservative
4954,The Lord Bishop of Lichfield,The,Lord Bishop of Lichfield,,Bishops,Bishops
573,Baroness Liddell of Coatdyke,Liddell,of Coatdyke,,Life peer,Labour
4156,Lord Liddle,Liddle,,,Life peer,Labour
68,Lord Lilley,Lilley,,,Life peer,Conservative
4319,The Lord Bishop of Lincoln,The,Lord Bishop of Lincoln,,Bishops,Bishops
2059,The Earl of Lindsay,The,Earl of Lindsay,,Excepted Hereditary,Conservative
4194,Lord Lingfield,Lingfield,,,Life peer,Conservative
4234,Baroness Lister of Burtersett,Lister,of Burtersett,,Life peer,Labour
4351,Lord Lisvane,Lisvane,,,Life peer,Crossbench
4559,Lord Livermore,Livermore,,,Life peer,Labour
2045,The Earl of Liverpool,The,Earl of Liverpool,,Excepted Hereditary,Conservative
4278,Lord Livingston of Parkhead,Livingston,of Parkhead,,Life peer,Non-affiliated
2047,Lord Londesborough,Londesborough,,,Excepted Hereditary,Crossbench
4696,The Lord Bishop of London,The,Lord Bishop of London,,Bishops,Bishops
5392,Baroness Longfield,Longfield,,,Life peer,Labour
4209,Lord Loomba,Loomba,,,Life peer,Crossbench
3803,Lord Low of Dalston,Low,of Dalston,,Life peer,Crossbench
1879,Lord Lucas,Lucas,,,Excepted Hereditary,Conservative
1867,Baroness Ludford,Ludford,,,Life peer,Liberal Democrat
4550,Lord Lupton,Lupton,,,Life peer,Non-affiliated
1864,The Earl of Lytton,The,Earl of Lytton,,Excepted Hereditary,Crossbench
4172,Lord Macdonald of River Glaven,Macdonald,of River Glaven,,Life peer,Crossbench
1881,Lord Mackenzie of Framwellgate,Mackenzie,of Framwellgate,,Life peer,Non-affiliated
4529,Lord Mackinlay of Richborough,Mackinlay,of Richborough,,Life peer,Conservative
4668,Baroness Maclean of Redditch,Maclean,of Redditch,,Life peer,Conservative
4586,Lord Macpherson of Earl's Court,Macpherson,of Earl's Court,,Life peer,Crossbench
4227,Lord Magan of Castletown,Magan,of Castletown,,Life peer,Conservative
4563,Lord Mair,Mair,,,Life peer,Crossbench
1846,Baroness Mallalieu,Mallalieu,,,Life peer,Labour
3754,Lord Mance,Mance,,,Life Peer (judicial),Crossbench
4878,The Lord Bishop of Manchester,The,Lord Bishop of Manchester,,Bishops,Bishops
1833,Lord Mancroft,Mancroft,,,Excepted Hereditary,Conservative
1387,Lord Mann,Mann,,,Life peer,Labour
3857,Baroness Manningham-Buller,Manningham-Buller,,,Life peer,Crossbench
4289,Baroness Manzoor,Manzoor,,,Life peer,Conservative
4948,Lord Markham,Markham,,,Life peer,Conservative
5018,Lord Marks of Hale,Marks,of Hale,,Life peer,Conservative
4206,Lord Marks of Henley-on-Thames,Marks,of Henley-on-Thames,,Life peer,Liberal Democrat
3797,Lord Marland,Marland,,,Life peer,Conservative
5405,Lord Massey of Hampstead,Massey,of Hampstead,,Life peer,Conservative
5395,Baroness Mattinson,Mattinson,,,Life peer,Labour
115,Lord Maude of Horsham,Maude,of Horsham,,Life peer,Conservative
3830,Lord Mawson,Mawson,,,Life peer,Crossbench
8,Baroness May of Maidenhead,May,of Maidenhead,,Life peer,Conservative
298,Lord McCabe,McCabe,,,Life peer,Labour
1892,Lord McColl of Dulwich,McColl,of Dulwich,,Life peer,Conservative
4168,Lord McConnell of Glenscorrodale,McConnell,of Glenscorrodale,,Life peer,Labour
655,Lord McCrea of Magherafelt and Cookstown,McCrea,of Magherafelt and Cookstown,,Life peer,Democratic Unionist Party
4908,Lord McDonald of Salford,McDonald,of Salford,,Life peer,Crossbench
4148,Lord McFall of Alcluith,McFall,of Alcluith,,Life peer,Lord Speaker
4554,Baroness McGregor-Smith,McGregor-Smith,,,Life peer,Non-affiliated
4576,Lord McInnes of Kilwinning,McInnes,of Kilwinning,,Life peer,Conservative
2506,Baroness McIntosh of Hudnall,McIntosh,of Hudnall,,Life peer,Labour
384,Baroness McIntosh of Pickering,McIntosh,of Pickering,,Life peer,Conservative
333,Lord McLoughlin,McLoughlin,,,Life peer,Conservative
919,Lord McNally,McNally,,,Life peer,Liberal Democrat
4702,Lord McNicol of West Kilbride,McNicol,of West Kilbride,,Life peer,Labour
3810,Baroness Meacher,Meacher,,,Life peer,Crossbench
4286,Lord Mendelsohn,Mendelsohn,,,Life peer,Labour
4890,Lord Mendoza,Mendoza,,,Life peer,Conservative
347,Baroness Merron,Merron,,,Life peer,Labour
1940,Lord Meston,Meston,,,Excepted Hereditary,Crossbench
4699,Baroness Meyer,Meyer,,,Life peer,Conservative
1934,Baroness Miller of Chilthorne Domer,Miller,of Chilthorne Domer,,Life peer,Liberal Democrat
4952,The Earl of Minto,The,Earl of Minto,,Excepted Hereditary,Conservative
2570,Lord Mitchell,Mitchell,,,Life peer,Labour
4335,Baroness Mobarik,Mobarik,,,Life peer,Conservative
5401,Lord Mohammed of Tinsley,Mohammed,of Tinsley,,Life peer,Liberal Democrat
5020,Baroness Monckton of Dallington Forest,Monckton,of Dallington Forest,,Life peer,Conservative
4186,Lord Monks,Monks,,,Life peer,Labour
4891,Lord Moore of Etchingham,Moore,of Etchingham,,Life peer,Non-affiliated
5374,Lord Moraes,Moraes,,,Life peer,Labour
2555,Lord Morgan,Morgan,,,Life peer,Labour
4027,Baroness Morgan of Cotes,Morgan,of Cotes,,Life peer,Non-affiliated
3685,Baroness Morgan of Drefelin,Morgan,of Drefelin,,Life peer,Labour
2168,Baroness Morgan of Huyton,Morgan,of Huyton,,Life peer,Labour
3681,Baroness Morris of Bolton,Morris,of Bolton,,Life peer,Conservative
305,Baroness Morris of Yardley,Morris,of Yardley,,Life peer,Labour
4881,Baroness Morrissey,Morrissey,,,Life peer,Conservative
3795,Lord Morrow,Morrow,,,Life peer,Democratic Unionist Party
4914,Lord Morse,Morse,,,Life peer,Crossbench
4984,Lord Mott,Mott,,,Life peer,Conservative
4539,Lord Mountevans,Mountevans,,,Excepted Hereditary,Crossbench
4883,Lord Moylan,Moylan,,,Life peer,Conservative
924,Lord Moynihan,Moynihan,,,Excepted Hereditary,Conservative
5007,Lord Moynihan of Chelsea,Moynihan,of Chelsea,,Life peer,Conservative
4968,Baroness Moyo,Moyo,,,Life peer,Non-affiliated
546,Lord Murphy of Torfaen,Murphy,of Torfaen,,Life peer,Labour
4950,Lord Murray of Blidworth,Murray,of Blidworth,,Life peer,Conservative
1251,Lord Naseby,Naseby,,,Life peer,Conservative
4270,Lord Nash,Nash,,,Life peer,Conservative
3690,Baroness Neuberger,Neuberger,,,Life peer,Crossbench
3827,Lord Neuberger of Abbotsbury,Neuberger,of Abbotsbury,,Life Peer (judicial),Crossbench
3840,Baroness Neville-Jones,Neville-Jones,,,Life peer,Conservative
4284,Baroness Neville-Rolfe,Neville-Rolfe,,,Life peer,Conservative
1916,Lord Newby,Newby,,,Life peer,Liberal Democrat
4996,The Lord Bishop of Newcastle,The,Lord Bishop of Newcastle,,Bishops,Bishops
4177,Baroness Newlove,Newlove,,,Life peer,Conservative
5393,Baroness Nichols of Selby,Nichols,of Selby,,Life peer,Labour
1164,Baroness Nicholson of Winterbourne,Nicholson,of Winterbourne,,Life peer,Conservative
2554,Baroness Noakes,Noakes,,,Life peer,Conservative
